system_id,word,ner
42,幾天後,DATE
42,幾個月,DATE
42,淦,PERSON
42,個月,DATE
42,早上,TIME
42,當天下午,TIME
42,三個月,DATE
42,幾天後,DATE
42,十點,TIME
42,白天,TIME
42,晚上,TIME
42,早上,TIME
42,這幾個月,DATE
43,前幾天,DATE
43,冷戰,EVENT
43,兩,CARDINAL
44,兩,CARDINAL
44,兩,CARDINAL
44,兩,CARDINAL
44,兩,CARDINAL
44,冷戰,EVENT
44,兩,CARDINAL
45,今天月,DATE
45,三萬,CARDINAL
45,三秒鐘,TIME
46,兩,CARDINAL
47,第二,ORDINAL
48,萬/年,DATE
48,變萬,CARDINAL
48,台女,GPE
48,勒索花,PERSON
49,兩,CARDINAL
49,好幾年,DATE
49,二,CARDINAL
49,這年頭,DATE
49,賤仔,PERSON
50,去年,DATE
50,郭董公司,ORG
50,永遠人工作室,ORG
51,第二,ORDINAL
51,除夕,TIME
51,年過完,DATE
52,過年,DATE
53,七點,TIME
53,四十,CARDINAL
53,十二點,TIME
53,今天,DATE
53,晚上八點半,TIME
53,七點五十,TIME
53,兩千七,CARDINAL
53,京站,FAC
53,聖誕節,DATE
53,聖誕節,DATE
53,三小時,TIME
54,年前,DATE
54,萬變剩萬,CARDINAL
55,兩,CARDINAL
55,兩,CARDINAL
55,中文,LANGUAGE
55,晚上,TIME
55,來年,DATE
57,中國,GPE
57,二,CARDINAL
57,三,CARDINAL
58,去年,DATE
58,四,CARDINAL
58,昨晚,TIME
58,兩,CARDINAL
58,幾個月,DATE
58,明天,DATE
58,年假,DATE
58,幾年前,DATE
58,幾年,DATE
59,瓊瑤,PERSON
62,幾年,DATE
62,三年,DATE
62,四,CARDINAL
62,十幾年前,DATE
62,十幾年前,DATE
62,四,CARDINAL
62,十年前,DATE
63,兩年,DATE
63,三個月,DATE
63,第四個月,DATE
63,三天,DATE
63,第二,ORDINAL
63,第二年,DATE
63,第三年,DATE
63,這幾年,DATE
63,天會,NORP
63,三,CARDINAL
63,過個年,DATE
63,新年,DATE
64,四,CARDINAL
64,忠貞字,PERSON
64,年前,DATE
64,年前,DATE
64,年前,DATE
64,年前,DATE
64,這幾年,DATE
64,四,CARDINAL
64,幾歲,DATE
65,二,CARDINAL
66,兩,CARDINAL
66,二,CARDINAL
66,三,CARDINAL
66,四,CARDINAL
66,四,CARDINAL
66,三,CARDINAL
66,年前,DATE
66,年前,DATE
67,幾歲,DATE
67,四,CARDINAL
71,八成,CARDINAL
71,三,CARDINAL
71,阿,PERSON
72,第二,ORDINAL
72,第三,ORDINAL
72,三,CARDINAL
73,兩,CARDINAL
73,台南,GPE
73,桃園,GPE
73,兩,CARDINAL
73,兩,CARDINAL
73,兩,CARDINAL
73,今年,DATE
73,桃園,GPE
73,桃園,GPE
75,抄文,PERSON
75,林采緹,PERSON
75,晚上,TIME
75,百分之百,PERCENT
75,未來年,DATE
76,幾年,DATE
76,幾個月,DATE
76,幾年,DATE
76,梁靜茹,PERSON
77,去年,DATE
77,兩,CARDINAL
77,趙樹海,PERSON
78,五年多,DATE
78,約個月,DATE
78,個月,DATE
78,雙方,CARDINAL
82,兩,CARDINAL
82,半,CARDINAL
82,週三,DATE
82,週三,DATE
82,三,CARDINAL
82,週三,DATE
82,三,CARDINAL
82,兩,CARDINAL
83,五,CARDINAL
83,週三,DATE
84,兩,CARDINAL
84,兩,CARDINAL
85,三十年前,DATE
85,今天,DATE
85,十倍,CARDINAL
87,阿彌陀佛,PERSON
87,兩,CARDINAL
87,今天,DATE
87,兩,CARDINAL
88,兩,CARDINAL
88,第二,ORDINAL
89,二,CARDINAL
89,高富帥,PERSON
89,敬如冰,PERSON
89,蘇秦張儀,PERSON
89,包龍星,PERSON
89,三,CARDINAL
90,第二,ORDINAL
90,幾個月後,DATE
91,週三,DATE
92,金孫令,PERSON
92,富代,PERSON
92,富代,PERSON
92,周次,PERSON
93,兩歲後,DATE
93,兩,CARDINAL
94,三,CARDINAL
94,四,CARDINAL
95,兩,CARDINAL
97,六個多月,DATE
97,五個月,DATE
97,昨天下午,TIME
97,三,CARDINAL
97,兩,CARDINAL
97,至五個月,DATE
97,上個月,DATE
97,過年後,DATE
98,兩,CARDINAL
98,兩,CARDINAL
99,五年多,DATE
100,黑洞文,PERSON
100,閨蜜,PERSON
100,幾年後,DATE
100,第二,ORDINAL
100,兩,CARDINAL
100,第三,ORDINAL
100,第二,ORDINAL
100,三,CARDINAL
100,第二,ORDINAL
100,第二,ORDINAL
101,年多,DATE
102,抄文,PERSON
102,二,CARDINAL
102,二,CARDINAL
102,千,CARDINAL
102,三個多月,DATE
102,兩,CARDINAL
102,二,CARDINAL
102,五年,DATE
102,這三個多月,DATE
103,第四,ORDINAL
103,兩,CARDINAL
103,三個月,DATE
103,第二,ORDINAL
103,二,CARDINAL
103,三,CARDINAL
103,四,CARDINAL
103,兩,CARDINAL
105,幾千塊,MONEY
105,上萬,MONEY
105,台女,GPE
105,幾萬塊,MONEY
106,這幾天,DATE
106,兩,CARDINAL
106,這幾天,DATE
107,兩,CARDINAL
107,三,CARDINAL
107,數個月,DATE
108,三,CARDINAL
109,三,CARDINAL
110,的個小時,TIME
111,幾年,DATE
111,愛愛,PERSON
112,金色黨,ORG
113,兩,CARDINAL
113,第次,ORDINAL
113,兩,CARDINAL
113,兩,CARDINAL
113,兩,CARDINAL
113,第胎,ORDINAL
113,今年歲,DATE
113,二,CARDINAL
113,兩,CARDINAL
113,上週六,DATE
113,兩,CARDINAL
113,兩個多小時,TIME
114,明天,DATE
114,這個月初,DATE
114,戶政事務所,ORG
114,兩,CARDINAL
114,個多月,DATE
114,昨天,DATE
114,台北,GPE
114,苗栗,GPE
114,兩,CARDINAL
114,再三,CARDINAL
114,兩,CARDINAL
114,台北,GPE
114,台北,GPE
114,四五萬,CARDINAL
114,金,PERSON
114,兩,CARDINAL
114,個月,DATE
114,金,PERSON
114,苗栗,GPE
115,戶政事務所,ORG
115,蜜月,DATE
115,臺北,GPE
115,八成,CARDINAL
116,阿別,PERSON
116,三,CARDINAL
116,金,GPE
116,兩,CARDINAL
116,金,GPE
116,兩,CARDINAL
117,"阿,",PERSON
117,三點,TIME
117,第三,ORDINAL
117,第三,ORDINAL
117,第三,ORDINAL
117,三,CARDINAL
118,父母聲,PERSON
118,金卡關,PERSON
118,岳人,NORP
119,幾個月,DATE
120,首先,ORDINAL
120,兩,CARDINAL
120,兩,CARDINAL
120,兩,CARDINAL
120,岳,PERSON
120,岳,PERSON
120,百分之百,PERCENT
120,今天,DATE
121,兩三百,CARDINAL
121,兩,CARDINAL
122,台,GPE
122,兩,CARDINAL
123,約萬,CARDINAL
123,七位數,CARDINAL
123,雙方,CARDINAL
123,三,CARDINAL
123,三天,DATE
123,金萬,PERSON
123,~千,CARDINAL
124,羅賴,PERSON
125,金之戰,EVENT
125,百多萬,CARDINAL
125,二,CARDINAL
125,兩,CARDINAL
125,兩,CARDINAL
125,今天,DATE
125,零,CARDINAL
126,台北人,NORP
126,苗栗,GPE
126,苗栗,GPE
126,禮子,PERSON
127,兩,CARDINAL
127,兩,CARDINAL
127,兩,CARDINAL
127,二,CARDINAL
127,兩,CARDINAL
127,兩,CARDINAL
127,兩,CARDINAL
127,兩,CARDINAL
128,萬,CARDINAL
128,金女方,PERSON
128,喬,PERSON
128,萬大,ORG
128,阿,GPE
128,萬,CARDINAL
128,香港人,NORP
128,三個月,DATE
128,香港,GPE
128,香港,GPE
128,台灣,GPE
128,兩天,DATE
128,台灣,GPE
128,香港,GPE
128,三,CARDINAL
128,台灣,GPE
129,雙方,CARDINAL
129,雙方,CARDINAL
129,兩,CARDINAL
129,幾萬幾萬,CARDINAL
129,幾萬塊,MONEY
129,兩,CARDINAL
129,去年,DATE
129,萬,CARDINAL
130,七,CARDINAL
131,過年前,DATE
131,今天,DATE
131,今天,DATE
131,早上,TIME
131,臺北,GPE
131,晚上六點,TIME
131,白天,TIME
131,關島,GPE
131,生日,DATE
131,關島,GPE
131,晚上,TIME
131,個月,DATE
131,晚上,TIME
131,兩個月,DATE
131,臺北,GPE
131,去年,DATE
131,今年,DATE
131,三歲,DATE
131,公婆家,GPE
131,三歲後,DATE
131,百萬以上,CARDINAL
131,臺北,GPE
131,兩,CARDINAL
131,兩,CARDINAL
131,兩,CARDINAL
132,萬六,CARDINAL
132,台積電,ORG
134,白天,TIME
135,陳怡伶,PERSON
135,莊凌芸,PERSON
135,莊凌芸,PERSON
135,北市,GPE
135,莊凌芸,PERSON
135,莊凌芸,PERSON
135,莊凌芸,PERSON
135,莊凌芸,PERSON
135,昨日,DATE
135,第二,ORDINAL
135,莊凌芸,PERSON
135,小時,TIME
135,莊凌芸,PERSON
135,兩,CARDINAL
135,新聞雲,ORG
135,莊凌芸,PERSON
135,莊,PERSON
135,莊凌芸,PERSON
135,莊,PERSON
135,莊凌芸,PERSON
135,月初,DATE
135,莊凌芸,PERSON
135,莊凌芸,PERSON
135,高雄,GPE
135,莊,PERSON
135,桃園,GPE
135,莊,PERSON
135,莊凌芸,PERSON
135,莊,PERSON
135,莊凌芸,PERSON
135,莊凌芸,PERSON
135,晚上,TIME
135,高雄,GPE
136,兩,CARDINAL
137,三,CARDINAL
137,三,CARDINAL
137,阿,GPE
137,台女,GPE
137,三,CARDINAL
137,尼特,PERSON
137,阿就,PERSON
137,三,CARDINAL
137,三,CARDINAL
137,二,CARDINAL
137,第天,DATE
137,尼特,PERSON
138,兩,CARDINAL
138,兩,CARDINAL
138,四年,DATE
138,五年,DATE
138,四年,DATE
138,台灣,GPE
138,香港人,NORP
138,明年,DATE
138,台灣,GPE
138,兩,CARDINAL
138,台灣,GPE
138,兩,CARDINAL
138,前年,DATE
138,前年,DATE
138,第四年,DATE
138,台灣,GPE
138,這兩年,DATE
138,這幾年,DATE
138,香港,GPE
138,兩三千萬,CARDINAL
138,三阻四,CARDINAL
138,前天,DATE
138,兩年,DATE
138,兩,CARDINAL
138,兩,CARDINAL
140,五年,DATE
140,這五年,DATE
140,巴菲特,PERSON
141,六,CARDINAL
141,第四年,DATE
141,三,CARDINAL
141,兩年,DATE
142,兩,CARDINAL
142,三年,DATE
142,兩,CARDINAL
142,早上,TIME
142,這幾年,DATE
142,八點,TIME
142,個小時,TIME
143,港,GPE
143,台,GPE
143,香港人,NORP
143,台,GPE
143,香港,GPE
143,台灣,GPE
143,香港,GPE
143,港,GPE
143,台灣籍,NORP
143,台,GPE
143,台灣,GPE
143,兩,CARDINAL
143,第台籍,NORP
143,香港,GPE
143,第二,ORDINAL
143,港台,GPE
143,週末,DATE
143,香港人,NORP
143,香港人,NORP
144,香港,GPE
144,台灣,GPE
144,台灣,GPE
144,台灣,GPE
144,早上,TIME
145,百萬,CARDINAL
145,八成,PERCENT
146,辛不辛勞,PERSON
146,七早七,TIME
146,四,CARDINAL
146,七點,TIME
146,四,CARDINAL
146,四,CARDINAL
146,半天,DATE
146,中午,TIME
146,下午,TIME
146,三點,TIME
146,四點,TIME
146,兩,CARDINAL
146,五點半,TIME
146,六點,TIME
146,九點半,TIME
146,十點半,TIME
146,阿，,PERSON
146,半夜,TIME
146,四,CARDINAL
146,兩,CARDINAL
146,六,CARDINAL
146,半夜,TIME
147,陳怡伶,PERSON
147,奧運,EVENT
147,福原愛,PERSON
147,江,PERSON
147,日本,NORP
147,福原愛,PERSON
147,江宏,PERSON
147,傑正,PERSON
147,奧運,EVENT
147,日本,GPE
147,田晉,PERSON
147,第胎,ORDINAL
147,田晉,PERSON
147,福原愛,PERSON
147,年里約奧運,EVENT
147,奧運,EVENT
147,奧運,EVENT
147,福原愛,PERSON
147,奧運,EVENT
147,前個月,DATE
147,東京奧運,EVENT
147,上田晉,PERSON
147,燦笑,PERSON
147,江宏傑經紀公司,ORG
147,華研國際,ORG
147,江宏傑,PERSON
148,明天,DATE
148,五歲,DATE
148,前兩個月,DATE
148,個月,DATE
148,今年,DATE
148,六年,DATE
148,前五年,DATE
148,兩,CARDINAL
148,兩,CARDINAL
148,宋,PERSON
148,周末,DATE
148,三,CARDINAL
148,湯,PERSON
148,個小時,TIME
148,三小時,TIME
148,十萬,CARDINAL
148,十萬,CARDINAL
148,十萬塊,MONEY
148,十萬,CARDINAL
148,十萬,CARDINAL
148,台灣,GPE
148,三,CARDINAL
148,不到三個月,DATE
148,彭婉如基金會,ORG
148,幾年前,DATE
150,兩歲前,DATE
150,全日,DATE
150,兩歲後,DATE
150,週六,DATE
150,週六,DATE
150,上半天,DATE
150,週末,DATE
150,兩,CARDINAL
150,孝親費,PERSON
150,半夜,TIME
150,老二,ORDINAL
150,老二,ORDINAL
152,二,CARDINAL
152,三年,DATE
152,三年,DATE
152,今年,DATE
152,三年,DATE
152,三年,DATE
152,三年,DATE
152,三年,DATE
152,二,CARDINAL
152,二,CARDINAL
152,第三,ORDINAL
152,三年,DATE
152,三年,DATE
152,二,CARDINAL
152,二,CARDINAL
154,拙見,PERSON
154,萬,CARDINAL
154,兩,CARDINAL
154,兩,CARDINAL
154,三,CARDINAL
155,三,CARDINAL
155,王,PERSON
155,當年,DATE
155,王,PERSON
156,兩,CARDINAL
156,這麼多年,DATE
156,兩,CARDINAL
157,兩,CARDINAL
157,兩,CARDINAL
157,優生保健法,LAW
157,第九,ORDINAL
157,二,CARDINAL
157,三,CARDINAL
157,小王,PERSON
157,六個月,DATE
157,最後幾天,DATE
157,年以上,DATE
157,小王,PERSON
157,小王,PERSON
157,四,CARDINAL
157,五,CARDINAL
157,六,CARDINAL
157,小王,PERSON
157,七,CARDINAL
157,兩,CARDINAL
157,兩,CARDINAL
157,八,CARDINAL
158,小時,TIME
158,全年,DATE
158,十幾年前,DATE
158,前幾天,DATE
158,兩個禮拜,DATE
158,清潔,PERSON
158,兩,CARDINAL
158,日,GPE
158,阿,GPE
158,五,CARDINAL
158,彭婉如基金會,ORG
158,今天,DATE
158,兩,CARDINAL
158,阿，,PERSON
158,尊公,PERSON
158,兩,CARDINAL
159,第三,ORDINAL
159,兩,CARDINAL
159,今天,DATE
159,兩,CARDINAL
160,下午,TIME
160,十分鐘,TIME
160,昨天,DATE
160,今天,DATE
160,第三,ORDINAL
160,白天,TIME
160,麥當當,PERSON
160,大直,GPE
161,三,CARDINAL
162,抄文,PERSON
162,中國,GPE
162,中,GPE
162,日,GPE
162,台,GPE
162,三,CARDINAL
162,台灣,GPE
162,台灣,GPE
162,柯,PERSON
162,兩,CARDINAL
162,三十年前,DATE
162,加拿大,GPE
162,董娘,PERSON
162,今年,DATE
162,台灣,GPE
162,二,CARDINAL
162,大葛格,PERSON
162,董娘,PERSON
162,台灣,GPE
162,台灣,NORP
162,第三,ORDINAL
162,董娘,PERSON
162,兩,CARDINAL
162,兩,CARDINAL
162,兩,CARDINAL
163,兩,CARDINAL
163,兩,CARDINAL
163,霸凌堆,PERSON
163,台灣,GPE
163,幾十年前,DATE
166,麥安,PERSON
167,進退兩難,CARDINAL
167,兩,CARDINAL
167,週末,DATE
168,兩,CARDINAL
168,第次,ORDINAL
168,第次,ORDINAL
168,四點半,TIME
168,晚上七點半,TIME
168,十二點,TIME
168,五點半,TIME
168,兩,CARDINAL
168,晚上,TIME
168,六成,CARDINAL
168,三個多月,DATE
168,兩,CARDINAL
168,第次,ORDINAL
168,五萬多,CARDINAL
168,兩,CARDINAL
168,第次,ORDINAL
168,第年,DATE
168,前幾年,DATE
168,第次,ORDINAL
169,第二,ORDINAL
169,第二,ORDINAL
169,三,CARDINAL
169,千,CARDINAL
169,半年,DATE
169,老二,ORDINAL
169,幾小時,TIME
169,半夜,TIME
169,兩,CARDINAL
169,兩週,DATE
169,全年,DATE
169,白天,TIME
169,二,CARDINAL
169,上個月,DATE
169,零時,TIME
169,萬國民,PERSON
169,千,CARDINAL
169,大寶萬托兒,PERSON
169,千年,DATE
169,二寶,PERSON
169,千,CARDINAL
170,兩,CARDINAL
170,這年,DATE
171,兩,CARDINAL
172,明天,DATE
174,陳翔,PERSON
174,三點半,TIME
174,今天,DATE
174,兩,CARDINAL
174,今年,DATE
174,第三年,DATE
174,今年,DATE
175,滿月,DATE
175,今天,DATE
176,五萬多,CARDINAL
177,上萬,CARDINAL
177,幾歲,DATE
178,十多年,DATE
178,數天,DATE
178,數月,DATE
178,幾年,DATE
178,分鐘,TIME
178,五十,CARDINAL
178,四年,DATE
178,輩子次,PERSON
178,兩,CARDINAL
179,媳婦版,PERSON
179,清,DATE
179,媳婦版,PERSON
180,抄文,PERSON
180,去年月,DATE
180,四,CARDINAL
180,去年,DATE
180,半年,DATE
180,去年,DATE
180,星期四,DATE
180,半小時,TIME
180,下午,TIME
180,半小時,TIME
180,那天,DATE
180,五,CARDINAL
180,中午,TIME
180,週五晚上,TIME
180,過去個月,DATE
180,週四,DATE
181,兩,CARDINAL
183,兩個小時,TIME
183,半小時,TIME
183,兩天,DATE
183,老子,PERSON
183,老子,PERSON
183,兩小時,TIME
183,兩小時,TIME
183,兩,CARDINAL
183,兩,CARDINAL
184,前週,DATE
184,四天,DATE
184,五年,DATE
184,三,CARDINAL
184,下週,DATE
185,七年,DATE
185,八個多月,DATE
185,兩,CARDINAL
185,白天,TIME
185,四歲,DATE
185,兩,CARDINAL
185,兩,CARDINAL
185,第二,ORDINAL
185,兩,CARDINAL
186,盧,PERSON
186,這幾年,DATE
186,兩,CARDINAL
186,八蕊,CARDINAL
186,阿不,PERSON
186,這幾年,DATE
186,個把月,DATE
186,七萬,CARDINAL
186,個把月,DATE
186,好幾個月,DATE
187,兩,CARDINAL
187,兩天,DATE
187,兩,CARDINAL
187,解,PERSON
187,早上,TIME
188,抄文,PERSON
188,半小時,TIME
188,幾小時,TIME
190,二,ORDINAL
192,今天,DATE
192,兩,CARDINAL
192,兩小時,TIME
192,下午,TIME
193,公視,ORG
194,十年,DATE
194,夫太,PERSON
194,兩天,DATE
194,半小時,TIME
195,五萬,CARDINAL
195,超過萬,CARDINAL
195,麟毛鳳角,PERSON
195,今天,DATE
195,四十歲,DATE
196,兩,CARDINAL
196,兩,CARDINAL
198,晚上,TIME
200,柯南,PERSON
200,今天,DATE
200,有小時,TIME
200,早上點,TIME
200,鼎泰豐,PRODUCT
200,兩,CARDINAL
201,約分鐘,TIME
202,兩,CARDINAL
202,二,CARDINAL
202,二,ORDINAL
202,兩,CARDINAL
202,兩,CARDINAL
202,兩,CARDINAL
203,勞永逸,PERSON
203,白天,TIME
203,兩,CARDINAL
203,兩,CARDINAL
204,兩歲前,DATE
205,臧穀,PERSON
205,晚三小時,TIME
207,今天,DATE
207,最後次,PERSON
207,兩年多,DATE
207,兩年多後,DATE
208,拜,PERSON
208,兩天,DATE
209,幾小時,TIME
209,夏天,DATE
209,兩,CARDINAL
209,兩,CARDINAL
210,中午,TIME
210,周,PERSON
210,分鐘,TIME
210,游分鐘,TIME
210,早上,TIME
210,半小時,TIME
210,半小時,TIME
210,約公斤,QUANTITY
210,周末,DATE
210,兩,CARDINAL
210,英文,LANGUAGE
211,今天,DATE
211,就世,PERSON
212,抄文,PERSON
212,今天,DATE
212,大寶,PERSON
212,明天,DATE
212,二,CARDINAL
212,二寶,PERSON
214,某天,DATE
214,母親節,DATE
214,同天,DATE
214,第三,ORDINAL
215,將近三個禮拜,DATE
215,英語,LANGUAGE
215,晚上,TIME
215,早上九點,TIME
215,下午,TIME
215,晚上,TIME
215,半夜,TIME
215,兩,CARDINAL
215,將近天,DATE
215,幾個月,DATE
215,迪士尼,ORG
215,今天,DATE
215,英文,LANGUAGE
215,幾年,DATE
215,職訓局,ORG
215,三,CARDINAL
215,屏東,GPE
215,臺南,GPE
215,鹿耳門,LOC
215,註生娘娘,PERSON
215,兩年,DATE
215,幾百,CARDINAL
215,半夜,TIME
215,米分,PERSON
215,公斤,QUANTITY
215,捷運,ORG
215,抄文,PERSON
217,萬,CARDINAL
217,萬,CARDINAL
217,萬,CARDINAL
217,第次,ORDINAL
217,鳳凰男,PERSON
217,兩,CARDINAL
217,岳,PERSON
217,英文,LANGUAGE
217,英文,LANGUAGE
217,英文,LANGUAGE
217,英文,LANGUAGE
217,四歲,DATE
217,英文,LANGUAGE
217,個月,DATE
217,萬,CARDINAL
217,兩,CARDINAL
217,兩,CARDINAL
217,半,CARDINAL
218,敬佩原,PERSON
218,三,CARDINAL
218,三,CARDINAL
218,三,CARDINAL
218,二,CARDINAL
218,首先,ORDINAL
218,抄文,PERSON
218,今天,DATE
218,大寶,PERSON
218,明天,DATE
218,二,CARDINAL
218,二寶,PERSON
219,白天,TIME
219,晚上,TIME
220,台灣,GPE
220,岳,PERSON
220,娜,PERSON
220,李義祥,PERSON
220,老子,PERSON
221,兩,CARDINAL
221,兩年,DATE
221,英文,LANGUAGE
221,這兩年,DATE
221,千萬,CARDINAL
221,六千萬,CARDINAL
223,五萬,CARDINAL
223,數千,CARDINAL
223,二度,QUANTITY
223,第次,ORDINAL
223,半夜,TIME
223,好幾年,DATE
223,第二,ORDINAL
224,連元,PERSON
225,十年,DATE
226,八百多,CARDINAL
226,八百,CARDINAL
226,今天,DATE
227,三,CARDINAL
227,時段,TIME
227,兩,CARDINAL
227,第次,ORDINAL
227,兩,CARDINAL
228,台灣,GPE
228,兩,CARDINAL
228,晚上,TIME
228,台電,ORG
229,當年,DATE
229,多年,DATE
229,十,CARDINAL
229,九,CARDINAL
229,兩,CARDINAL
229,兩,CARDINAL
229,百零,CARDINAL
230,中時,ORG
230,淡水,GPE
230,昨日,DATE
230,淡水分局,ORG
230,去年,DATE
230,兩,CARDINAL
230,淡水警分局,ORG
230,陳,PERSON
230,二,CARDINAL
230,警大法律系,ORG
230,去年中,DATE
230,淡水某派出所,ORG
230,今年月,DATE
230,兩,CARDINAL
230,兩,CARDINAL
230,乙,PERSON
230,淡水,GPE
230,兩,CARDINAL
230,兩,CARDINAL
230,兩,DATE
230,新莊分局交通組,ORG
230,當天,DATE
230,淡水警分局,ORG
230,淡水警分局,ORG
230,三月廿九日上午三時許,TIME
230,分局,ORG
230,分局,ORG
231,今日,DATE
231,張嘉哲,PERSON
231,三,CARDINAL
231,巴拉巴拉,PERSON
231,個月以前,DATE
231,兩,CARDINAL
231,兩,CARDINAL
231,兩年,DATE
231,兩,CARDINAL
231,張嘉哲,PERSON
232,兩,CARDINAL
232,兩,CARDINAL
232,兩,CARDINAL
232,百,CARDINAL
232,十五年,DATE
233,舊金山,GPE
233,半夜,TIME
233,三個小時,TIME
233,美國,GPE
233,中國,GPE
233,兩小時,TIME
233,美國,GPE
233,兩小時,TIME
233,第次,ORDINAL
233,年月,DATE
233,第次,ORDINAL
233,豫,PERSON
233,隔天,DATE
233,前兩天,DATE
233,台灣,GPE
233,舊金山,GPE
